"Utterance","Speaker","Dialogue_ID","Start_Time","End_Time","Wav_Path","Video_Path","Emotion"
"[Previous] Ethan: Who told you to get in this line? </s></s> Ethan: Okay. But I didn't tell you to get in this line if you are filling out this particular form. </s></s> Emily: Well what's the problem?  Let me change it. </s></s> Ethan: This form is a Z.X.four. </s></s> Ethan: You can't--  This is not the line for Z.X.four.  If you're going to fill out the Z.X.four, you need to have a different form of ID. </s></s> [Current] Emily: What?  I'm getting an ID.  This is why I'm here.  My wallet was stolen.","Ses01F_impro01_F006","Ses01F_impro01","38.965","43.59","/home/dilab/Seong/data/IEMOCAP_full_release/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro01/Ses01F_impro01_F006.wav","/home/dilab/Seong/data/IEMOCAP_full_release/IEMOCAP_full_release/Session1/dialog/avi/DivX/Ses01F_impro01.avi","fru"
"[Previous] Ethan: Okay. But I didn't tell you to get in this line if you are filling out this particular form. </s></s> Emily: Well what's the problem?  Let me change it. </s></s> Ethan: This form is a Z.X.four. </s></s> Ethan: You can't--  This is not the line for Z.X.four.  If you're going to fill out the Z.X.four, you need to have a different form of ID. </s></s> Emily: What?  I'm getting an ID.  This is why I'm here.  My wallet was stolen. </s></s> [Current] Ethan: No. I need another set of ID to prove this is actually you.","Ses01F_impro01_M006","Ses01F_impro01","41.23","46.98","/home/dilab/Seong/data/IEMOCAP_full_release/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro01/Ses01F_impro01_M006.wav","/home/dilab/Seong/data/IEMOCAP_full_release/IEMOCAP_full_release/Session1/dialog/avi/DivX/Ses01F_impro01.avi","fru"
"[Previous] Emily: Well what's the problem?  Let me change it. </s></s> Ethan: This form is a Z.X.four. </s></s> Ethan: You can't--  This is not the line for Z.X.four.  If you're going to fill out the Z.X.four, you need to have a different form of ID. </s></s> Emily: What?  I'm getting an ID.  This is why I'm here.  My wallet was stolen. </s></s> Ethan: No. I need another set of ID to prove this is actually you. </s></s> [Current] Emily: How am I supposed to get an ID without an ID?  How does a person get an ID in the first place?","Ses01F_impro01_F007","Ses01F_impro01","46.58","52.19","/home/dilab/Seong/data/IEMOCAP_full_release/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro01/Ses01F_impro01_F007.wav","/home/dilab/Seong/data/IEMOCAP_full_release/IEMOCAP_full_release/Session1/dialog/avi/DivX/Ses01F_impro01.avi","fru"
"[Previous] Ethan: This form is a Z.X.four. </s></s> Ethan: You can't--  This is not the line for Z.X.four.  If you're going to fill out the Z.X.four, you need to have a different form of ID. </s></s> Emily: What?  I'm getting an ID.  This is why I'm here.  My wallet was stolen. </s></s> Ethan: No. I need another set of ID to prove this is actually you. </s></s> Emily: How am I supposed to get an ID without an ID?  How does a person get an ID in the first place? </s></s> [Current] Ethan: I don't know.  But I need an ID to pass this form along.  I can't just send it along without an ID.","Ses01F_impro01_M007","Ses01F_impro01","51.4","57.64","/home/dilab/Seong/data/IEMOCAP_full_release/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro01/Ses01F_impro01_M007.wav","/home/dilab/Seong/data/IEMOCAP_full_release/IEMOCAP_full_release/Session1/dialog/avi/DivX/Ses01F_impro01.avi","fru"
"[Previous] Ethan: You can't--  This is not the line for Z.X.four.  If you're going to fill out the Z.X.four, you need to have a different form of ID. </s></s> Emily: What?  I'm getting an ID.  This is why I'm here.  My wallet was stolen. </s></s> Ethan: No. I need another set of ID to prove this is actually you. </s></s> Emily: How am I supposed to get an ID without an ID?  How does a person get an ID in the first place? </s></s> Ethan: I don't know.  But I need an ID to pass this form along.  I can't just send it along without an ID. </s></s> [Current] Emily: I'm here to get an ID.","Ses01F_impro01_F008","Ses01F_impro01","56.16","58.8225","/home/dilab/Seong/data/IEMOCAP_full_release/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro01/Ses01F_impro01_F008.wav","/home/dilab/Seong/data/IEMOCAP_full_release/IEMOCAP_full_release/Session1/dialog/avi/DivX/Ses01F_impro01.avi","fru"
"[Previous] Emily: What?  I'm getting an ID.  This is why I'm here.  My wallet was stolen. </s></s> Ethan: No. I need another set of ID to prove this is actually you. </s></s> Emily: How am I supposed to get an ID without an ID?  How does a person get an ID in the first place? </s></s> Ethan: I don't know.  But I need an ID to pass this form along.  I can't just send it along without an ID. </s></s> Emily: I'm here to get an ID. </s></s> [Current] Ethan: No.  I need another ID, a separate one.","Ses01F_impro01_M008","Ses01F_impro01","58.18","62.59","/home/dilab/Seong/data/IEMOCAP_full_release/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro01/Ses01F_impro01_M008.wav","/home/dilab/Seong/data/IEMOCAP_full_release/IEMOCAP_full_release/Session1/dialog/avi/DivX/Ses01F_impro01.avi","fru"
"[Previous] Ethan: No. I need another set of ID to prove this is actually you. </s></s> Emily: How am I supposed to get an ID without an ID?  How does a person get an ID in the first place? </s></s> Ethan: I don't know.  But I need an ID to pass this form along.  I can't just send it along without an ID. </s></s> Emily: I'm here to get an ID. </s></s> Ethan: No.  I need another ID, a separate one. </s></s> [Current] Emily: Like what?  Like a birth certificate?","Ses01F_impro01_F009","Ses01F_impro01","61.87","65.97","/home/dilab/Seong/data/IEMOCAP_full_release/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro01/Ses01F_impro01_F009.wav","/home/dilab/Seong/data/IEMOCAP_full_release/IEMOCAP_full_release/Session1/dialog/avi/DivX/Ses01F_impro01.avi","fru"
"[Previous] Emily: How am I supposed to get an ID without an ID?  How does a person get an ID in the first place? </s></s> Ethan: I don't know.  But I need an ID to pass this form along.  I can't just send it along without an ID. </s></s> Emily: I'm here to get an ID. </s></s> Ethan: No.  I need another ID, a separate one. </s></s> Emily: Like what?  Like a birth certificate? </s></s> [Current] Ethan: A birth certificate, a passport...a student ID; didn't you go to school?  Anything?","Ses01F_impro01_M009","Ses01F_impro01","65.51","73.0","/home/dilab/Seong/data/IEMOCAP_full_release/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro01/Ses01F_impro01_M009.wav","/home/dilab/Seong/data/IEMOCAP_full_release/IEMOCAP_full_release/Session1/dialog/avi/DivX/Ses01F_impro01.avi","fru"
"[Previous] Ethan: I don't know.  But I need an ID to pass this form along.  I can't just send it along without an ID. </s></s> Emily: I'm here to get an ID. </s></s> Ethan: No.  I need another ID, a separate one. </s></s> Emily: Like what?  Like a birth certificate? </s></s> Ethan: A birth certificate, a passport...a student ID; didn't you go to school?  Anything? </s></s> [Current] Emily: Yes but my wallet was stolen, I don't have anything.  I don't have any credit cards, I don't have my ID.  Don't you have things on file here?","Ses01F_impro01_F011","Ses01F_impro01","72.45","82.26","/home/dilab/Seong/data/IEMOCAP_full_release/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro01/Ses01F_impro01_F011.wav","/home/dilab/Seong/data/IEMOCAP_full_release/IEMOCAP_full_release/Session1/dialog/avi/DivX/Ses01F_impro01.avi","fru"
"[Previous] Emily: I'm here to get an ID. </s></s> Ethan: No.  I need another ID, a separate one. </s></s> Emily: Like what?  Like a birth certificate? </s></s> Ethan: A birth certificate, a passport...a student ID; didn't you go to school?  Anything? </s></s> Emily: Yes but my wallet was stolen, I don't have anything.  I don't have any credit cards, I don't have my ID.  Don't you have things on file here? </s></s> [Current] Ethan: Yeah.  We keep it on file, but we need an ID to access that file.","Ses01F_impro01_M010","Ses01F_impro01","81.59","86.03","/home/dilab/Seong/data/IEMOCAP_full_release/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro01/Ses01F_impro01_M010.wav","/home/dilab/Seong/data/IEMOCAP_full_release/IEMOCAP_full_release/Session1/dialog/avi/DivX/Ses01F_impro01.avi","fru"
"[Previous] Ethan: No.  I need another ID, a separate one. </s></s> Emily: Like what?  Like a birth certificate? </s></s> Ethan: A birth certificate, a passport...a student ID; didn't you go to school?  Anything? </s></s> Emily: Yes but my wallet was stolen, I don't have anything.  I don't have any credit cards, I don't have my ID.  Don't you have things on file here? </s></s> Ethan: Yeah.  We keep it on file, but we need an ID to access that file. </s></s> [Current] Emily: That's out of control.","Ses01F_impro01_F012","Ses01F_impro01","85.27","88.02","/home/dilab/Seong/data/IEMOCAP_full_release/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro01/Ses01F_impro01_F012.wav","/home/dilab/Seong/data/IEMOCAP_full_release/IEMOCAP_full_release/Session1/dialog/avi/DivX/Ses01F_impro01.avi","ang"
"[Previous] Emily: Like what?  Like a birth certificate? </s></s> Ethan: A birth certificate, a passport...a student ID; didn't you go to school?  Anything? </s></s> Emily: Yes but my wallet was stolen, I don't have anything.  I don't have any credit cards, I don't have my ID.  Don't you have things on file here? </s></s> Ethan: Yeah.  We keep it on file, but we need an ID to access that file. </s></s> Emily: That's out of control. </s></s> [Current] Ethan: I don't understand why this is so complicated for people when they get here.  It's just a simple form.  I just need an ID.","Ses01F_impro01_M011","Ses01F_impro01","87.15","94.39","/home/dilab/Seong/data/IEMOCAP_full_release/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro01/Ses01F_impro01_M011.wav","/home/dilab/Seong/data/IEMOCAP_full_release/IEMOCAP_full_release/Session1/dialog/avi/DivX/Ses01F_impro01.avi","ang"
"[Previous] Ethan: A birth certificate, a passport...a student ID; didn't you go to school?  Anything? </s></s> Emily: Yes but my wallet was stolen, I don't have anything.  I don't have any credit cards, I don't have my ID.  Don't you have things on file here? </s></s> Ethan: Yeah.  We keep it on file, but we need an ID to access that file. </s></s> Emily: That's out of control. </s></s> Ethan: I don't understand why this is so complicated for people when they get here.  It's just a simple form.  I just need an ID. </s></s> [Current] Emily: How long have you been working here?","Ses01F_impro01_F013","Ses01F_impro01","93.67","97.0218","/home/dilab/Seong/data/IEMOCAP_full_release/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro01/Ses01F_impro01_F013.wav","/home/dilab/Seong/data/IEMOCAP_full_release/IEMOCAP_full_release/Session1/dialog/avi/DivX/Ses01F_impro01.avi","fru"
"[Previous] Emily: Yes but my wallet was stolen, I don't have anything.  I don't have any credit cards, I don't have my ID.  Don't you have things on file here? </s></s> Ethan: Yeah.  We keep it on file, but we need an ID to access that file. </s></s> Emily: That's out of control. </s></s> Ethan: I don't understand why this is so complicated for people when they get here.  It's just a simple form.  I just need an ID. </s></s> Emily: How long have you been working here? </s></s> [Current] Emily: Clearly.  You know, do you have like a supervisor or something?","Ses01F_impro01_F014","Ses01F_impro01","97.89","102.96","/home/dilab/Seong/data/IEMOCAP_full_release/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro01/Ses01F_impro01_F014.wav","/home/dilab/Seong/data/IEMOCAP_full_release/IEMOCAP_full_release/Session1/dialog/avi/DivX/Ses01F_impro01.avi","neu"
"[Previous] Ethan: Yeah.  We keep it on file, but we need an ID to access that file. </s></s> Emily: That's out of control. </s></s> Ethan: I don't understand why this is so complicated for people when they get here.  It's just a simple form.  I just need an ID. </s></s> Emily: How long have you been working here? </s></s> Emily: Clearly.  You know, do you have like a supervisor or something? </s></s> [Current] Ethan: Yeah.  Do you want to see my supervisor?  Huh? Yeah.  Do you want to see my supervisor?  Fine.  I'll be right back.","Ses01F_impro01_M013","Ses01F_impro01","101.84","107.87","/home/dilab/Seong/data/IEMOCAP_full_release/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro01/Ses01F_impro01_M013.wav","/home/dilab/Seong/data/IEMOCAP_full_release/IEMOCAP_full_release/Session1/dialog/avi/DivX/Ses01F_impro01.avi","ang"
"[Previous] Emily: That's out of control. </s></s> Ethan: I don't understand why this is so complicated for people when they get here.  It's just a simple form.  I just need an ID. </s></s> Emily: How long have you been working here? </s></s> Emily: Clearly.  You know, do you have like a supervisor or something? </s></s> Ethan: Yeah.  Do you want to see my supervisor?  Huh? Yeah.  Do you want to see my supervisor?  Fine.  I'll be right back. </s></s> [Current] Emily: That would - I would appreciate that.  Yeah.","Ses01F_impro01_F015","Ses01F_impro01","103.97","106.71","/home/dilab/Seong/data/IEMOCAP_full_release/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro01/Ses01F_impro01_F015.wav","/home/dilab/Seong/data/IEMOCAP_full_release/IEMOCAP_full_release/Session1/dialog/avi/DivX/Ses01F_impro01.avi","fru"
"[Current] Emily: Did you get the mail? So you saw my letter?","Ses01F_impro02_F000","Ses01F_impro02","7.2688","16.6","/home/dilab/Seong/data/IEMOCAP_full_release/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro02/Ses01F_impro02_F000.wav","/home/dilab/Seong/data/IEMOCAP_full_release/IEMOCAP_full_release/Session1/dialog/avi/DivX/Ses01F_impro02.avi","sad"
"[Previous] Emily: Did you get the mail? So you saw my letter? </s></s> [Current] Emily: Yeah.  I know.","Ses01F_impro02_F001","Ses01F_impro02","19.85","22.78","/home/dilab/Seong/data/IEMOCAP_full_release/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro02/Ses01F_impro02_F001.wav","/home/dilab/Seong/data/IEMOCAP_full_release/IEMOCAP_full_release/Session1/dialog/avi/DivX/Ses01F_impro02.avi","sad"
"[Previous] Emily: Did you get the mail? So you saw my letter? </s></s> Emily: Yeah.  I know. </s></s> [Current] Ethan: I don't understand.  You've already done so much, I don't know why do you have to go back.","Ses01F_impro02_M001","Ses01F_impro02","21.76","27.5558","/home/dilab/Seong/data/IEMOCAP_full_release/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro02/Ses01F_impro02_M001.wav","/home/dilab/Seong/data/IEMOCAP_full_release/IEMOCAP_full_release/Session1/dialog/avi/DivX/Ses01F_impro02.avi","sad"
"[Previous] Emily: Did you get the mail? So you saw my letter? </s></s> Emily: Yeah.  I know. </s></s> Ethan: I don't understand.  You've already done so much, I don't know why do you have to go back. </s></s> [Current] Emily: I don't know.  I put in that. request too. They didn't...","Ses01F_impro02_F002","Ses01F_impro02","26.5659","32.2895","/home/dilab/Seong/data/IEMOCAP_full_release/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro02/Ses01F_impro02_F002.wav","/home/dilab/Seong/data/IEMOCAP_full_release/IEMOCAP_full_release/Session1/dialog/avi/DivX/Ses01F_impro02.avi","sad"
"[Previous] Emily: Did you get the mail? So you saw my letter? </s></s> Emily: Yeah.  I know. </s></s> Ethan: I don't understand.  You've already done so much, I don't know why do you have to go back. </s></s> Emily: I don't know.  I put in that. request too. They didn't... </s></s> [Current] Emily: I guess, you know, everybody has to make sacrifices.","Ses01F_impro02_F003","Ses01F_impro02","32.3075","37.96","/home/dilab/Seong/data/IEMOCAP_full_release/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro02/Ses01F_impro02_F003.wav","/home/dilab/Seong/data/IEMOCAP_full_release/IEMOCAP_full_release/Session1/dialog/avi/DivX/Ses01F_impro02.avi","neu"
"[Previous] Emily: Did you get the mail? So you saw my letter? </s></s> Emily: Yeah.  I know. </s></s> Ethan: I don't understand.  You've already done so much, I don't know why do you have to go back. </s></s> Emily: I don't know.  I put in that. request too. They didn't... </s></s> Emily: I guess, you know, everybody has to make sacrifices. </s></s> [Current] Emily: There's people that have given more though, you know?","Ses01F_impro02_F004","Ses01F_impro02","47.34","53.11","/home/dilab/Seong/data/IEMOCAP_full_release/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro02/Ses01F_impro02_F004.wav","/home/dilab/Seong/data/IEMOCAP_full_release/IEMOCAP_full_release/Session1/dialog/avi/DivX/Ses01F_impro02.avi","sad"
"[Previous] Emily: Yeah.  I know. </s></s> Ethan: I don't understand.  You've already done so much, I don't know why do you have to go back. </s></s> Emily: I don't know.  I put in that. request too. They didn't... </s></s> Emily: I guess, you know, everybody has to make sacrifices. </s></s> Emily: There's people that have given more though, you know? </s></s> [Current] Ethan: I just don't see how they can make you leave when you have a new baby - we have a new kid.","Ses01F_impro02_M003","Ses01F_impro02","52.71","59.0534","/home/dilab/Seong/data/IEMOCAP_full_release/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro02/Ses01F_impro02_M003.wav","/home/dilab/Seong/data/IEMOCAP_full_release/IEMOCAP_full_release/Session1/dialog/avi/DivX/Ses01F_impro02.avi","fru"
"[Previous] Ethan: I don't understand.  You've already done so much, I don't know why do you have to go back. </s></s> Emily: I don't know.  I put in that. request too. They didn't... </s></s> Emily: I guess, you know, everybody has to make sacrifices. </s></s> Emily: There's people that have given more though, you know? </s></s> Ethan: I just don't see how they can make you leave when you have a new baby - we have a new kid. </s></s> [Current] Emily: I know.","Ses01F_impro02_F005","Ses01F_impro02","58.75","61.31","/home/dilab/Seong/data/IEMOCAP_full_release/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro02/Ses01F_impro02_F005.wav","/home/dilab/Seong/data/IEMOCAP_full_release/IEMOCAP_full_release/Session1/dialog/avi/DivX/Ses01F_impro02.avi","sad"
"[Previous] Emily: I don't know.  I put in that. request too. They didn't... </s></s> Emily: I guess, you know, everybody has to make sacrifices. </s></s> Emily: There's people that have given more though, you know? </s></s> Ethan: I just don't see how they can make you leave when you have a new baby - we have a new kid. </s></s> Emily: I know. </s></s> [Current] Emily: There's babies over there, though, that need mothers.","Ses01F_impro02_F006","Ses01F_impro02","64.255","68.47","/home/dilab/Seong/data/IEMOCAP_full_release/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro02/Ses01F_impro02_F006.wav","/home/dilab/Seong/data/IEMOCAP_full_release/IEMOCAP_full_release/Session1/dialog/avi/DivX/Ses01F_impro02.avi","neu"
"[Previous] Emily: I guess, you know, everybody has to make sacrifices. </s></s> Emily: There's people that have given more though, you know? </s></s> Ethan: I just don't see how they can make you leave when you have a new baby - we have a new kid. </s></s> Emily: I know. </s></s> Emily: There's babies over there, though, that need mothers. </s></s> [Current] Ethan: I don't know how you can be okay with this?  I don't know why you're not-- you're fine with it.","Ses01F_impro02_M005","Ses01F_impro02","69.34","74.29","/home/dilab/Seong/data/IEMOCAP_full_release/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro02/Ses01F_impro02_M005.wav","/home/dilab/Seong/data/IEMOCAP_full_release/IEMOCAP_full_release/Session1/dialog/avi/DivX/Ses01F_impro02.avi","sad"
"[Previous] Emily: There's people that have given more though, you know? </s></s> Ethan: I just don't see how they can make you leave when you have a new baby - we have a new kid. </s></s> Emily: I know. </s></s> Emily: There's babies over there, though, that need mothers. </s></s> Ethan: I don't know how you can be okay with this?  I don't know why you're not-- you're fine with it. </s></s> [Current] Emily: Just, you know, kicking myself.","Ses01F_impro02_F008","Ses01F_impro02","87.2031","91.09","/home/dilab/Seong/data/IEMOCAP_full_release/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro02/Ses01F_impro02_F008.wav","/home/dilab/Seong/data/IEMOCAP_full_release/IEMOCAP_full_release/Session1/dialog/avi/DivX/Ses01F_impro02.avi","sad"
"[Previous] Ethan: I just don't see how they can make you leave when you have a new baby - we have a new kid. </s></s> Emily: I know. </s></s> Emily: There's babies over there, though, that need mothers. </s></s> Ethan: I don't know how you can be okay with this?  I don't know why you're not-- you're fine with it. </s></s> Emily: Just, you know, kicking myself. </s></s> [Current] Emily: things just aren't what they seem.","Ses01F_impro02_F010","Ses01F_impro02","97.94","102.19","/home/dilab/Seong/data/IEMOCAP_full_release/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro02/Ses01F_impro02_F010.wav","/home/dilab/Seong/data/IEMOCAP_full_release/IEMOCAP_full_release/Session1/dialog/avi/DivX/Ses01F_impro02.avi","sad"
"[Previous] Emily: I know. </s></s> Emily: There's babies over there, though, that need mothers. </s></s> Ethan: I don't know how you can be okay with this?  I don't know why you're not-- you're fine with it. </s></s> Emily: Just, you know, kicking myself. </s></s> Emily: things just aren't what they seem. </s></s> [Current] Ethan: I know.","Ses01F_impro02_M008","Ses01F_impro02","110.5653","113.2","/home/dilab/Seong/data/IEMOCAP_full_release/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro02/Ses01F_impro02_M008.wav","/home/dilab/Seong/data/IEMOCAP_full_release/IEMOCAP_full_release/Session1/dialog/avi/DivX/Ses01F_impro02.avi","fru"
"[Previous] Emily: There's babies over there, though, that need mothers. </s></s> Ethan: I don't know how you can be okay with this?  I don't know why you're not-- you're fine with it. </s></s> Emily: Just, you know, kicking myself. </s></s> Emily: things just aren't what they seem. </s></s> Ethan: I know. </s></s> [Current] Ethan: I just don't see why it has to be you.","Ses01F_impro02_M009","Ses01F_impro02","114.1775","117.85","/home/dilab/Seong/data/IEMOCAP_full_release/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro02/Ses01F_impro02_M009.wav","/home/dilab/Seong/data/IEMOCAP_full_release/IEMOCAP_full_release/Session1/dialog/avi/DivX/Ses01F_impro02.avi","sad"
"[Previous] Ethan: I don't know how you can be okay with this?  I don't know why you're not-- you're fine with it. </s></s> Emily: Just, you know, kicking myself. </s></s> Emily: things just aren't what they seem. </s></s> Ethan: I know. </s></s> Ethan: I just don't see why it has to be you. </s></s> [Current] Emily: If not me then, who?","Ses01F_impro02_F012","Ses01F_impro02","117.83","120.8605","/home/dilab/Seong/data/IEMOCAP_full_release/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro02/Ses01F_impro02_F012.wav","/home/dilab/Seong/data/IEMOCAP_full_release/IEMOCAP_full_release/Session1/dialog/avi/DivX/Ses01F_impro02.avi","sad"
"[Previous] Emily: Just, you know, kicking myself. </s></s> Emily: things just aren't what they seem. </s></s> Ethan: I know. </s></s> Ethan: I just don't see why it has to be you. </s></s> Emily: If not me then, who? </s></s> [Current] Ethan: What am I going to do? Huh?","Ses01F_impro02_M010","Ses01F_impro02","120.4105","124.63","/home/dilab/Seong/data/IEMOCAP_full_release/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro02/Ses01F_impro02_M010.wav","/home/dilab/Seong/data/IEMOCAP_full_release/IEMOCAP_full_release/Session1/dialog/avi/DivX/Ses01F_impro02.avi","sad"
